year,entidad,distrito,edo_dto,pp_gubernatura,PAN,PRI,PRD,PT,PVEM,MC,MORENA,f_rae,nep,volatilidad,,,
2018,tab,15,tab15,morena,4.36%,11.73%,14.38%,2.11%,9.95%,2.00%,47.43%,0.73,3.6,,,,
2018,tab,16,tab16,morena,0.78%,15.48%,25.93%,1.79%,1.44%,1.01%,49.68%,0.66,2.9,,,,
2018,tab,17,tab17,morena,1.23%,10.54%,15.03%,1.63%,9.79%,1.52%,57.14%,0.63,2.7,,,,
2018,tab,18,tab18,morena,1.22%,9.30%,6.10%,2.02%,8.05%,1.22%,64.64%,0.56,2.3,,,,
2018,tab,19,tab19,morena,3.47%,7.37%,5.39%,1.94%,9.41%,1.70%,68.26%,0.51,2.1,,,,
2018,tab,20,tab20,morena,1.45%,11.00%,20.15%,2.10%,3.53%,1.68%,57.65%,0.61,2.6,,,,
2018,tab,21,tab21,morena,1.98%,12.67%,10.42%,3.19%,8.26%,3.21%,54.83%,0.66,3,,,,
2024,tam ,1,tam 1,morena,37.75%,4.39%,0.24%,2.32%,3.01%,3.70%,48.59%,0.62,2.6,0.22,,,
2024,tam ,2,tam 2,morena,41.73%,6.25%,0.10%,2.10%,3.30%,3.50%,43.01%,0.63,2.7,0.16,,,
2024,tam ,3,tam 3,morena,34.45%,5.26%,0.57%,2.85%,4.92%,7.25%,44.69%,0.67,3,0.28,,,
2024,tam ,4,tam 4,morena,20.72%,4.50%,1.94%,4.03%,8.46%,12.02%,48.33%,0.7,3.3,0.41,,,
2024,tam ,5,tam 5,morena,10.39%,2.22%,1.90%,4.13%,8.45%,11.47%,61.45%,0.59,2.4,0.44,,,
2024,tam ,6,tam 6,morena,20.81%,4.94%,2.18%,4.28%,9.00%,10.38%,48.41%,0.7,3.3,0.36,,,
2024,tam ,7,tam 7,morena,9.43%,2.19%,6.98%,4.39%,8.84%,10.63%,57.55%,0.63,2.7,0.44,,,
2024,tam ,8,tam 8,morena,31.80%,5.77%,2.36%,4.43%,5.62%,6.57%,43.45%,0.7,3.3,0.23,,,
2024,tam ,9,tam 9,morena,23.26%,5.72%,0.70%,3.42%,4.36%,8.10%,54.46%,0.64,2.8,0.33,,,
2024,tam ,10,tam 10,morena,15.00%,3.74%,0.53%,3.04%,4.58%,12.95%,60.14%,0.59,2.5,0.37,,,
2024,tam ,11,tam 11,morena,14.73%,3.12%,0.55%,3.52%,4.69%,12.45%,60.94%,0.59,2.4,0.33,,,
2024,tam ,12,tam 12,morena,19.39%,5.28%,0.50%,3.09%,4.38%,12.96%,54.38%,0.64,2.8,0.27,,,
2024,tam ,13,tam 13,morena,21.85%,10.70%,1.05%,3.74%,5.51%,5.96%,51.19%,0.67,3,0.38,,,
2024,tam ,14,tam 14,morena,25.02%,13.24%,0.57%,2.37%,7.48%,7.80%,43.52%,0.72,3.5,0.23,,,
2024,tam ,15,tam 15,morena,18.01%,8.02%,0.89%,3.21%,8.56%,10.49%,50.83%,0.68,3.2,0.36,,,
2024,tam ,16,tam 16,morena,31.49%,3.30%,0.69%,5.19%,10.44%,3.88%,45.01%,0.68,3.1,0.39,,,
2024,tam ,17,tam 17,morena,32.01%,2.40%,0.86%,3.12%,4.56%,5.29%,51.77%,0.62,2.7,0.31,,,
2024,tam ,18,tam 18,morena,15.78%,3.55%,3.22%,4.42%,5.14%,6.92%,60.97%,0.59,2.4,0.44,,,
2024,tam ,19,tam 19,morena,18.53%,2.56%,2.30%,3.98%,5.12%,8.37%,59.14%,0.6,2.5,0.38,,,
2024,tam ,20,tam 20,morena,31.44%,3.30%,1.06%,3.35%,4.28%,8.58%,47.98%,0.66,2.9,0.2,,,
2024,tam ,21,tam 21,morena,31.38%,2.91%,0.73%,3.34%,4.20%,5.59%,51.86%,0.63,2.7,0.28,,,
2024,tam ,22,tam 22,morena,43.65%,3.38%,0.52%,1.73%,2.14%,4.31%,44.28%,0.61,2.6,0.19,,,
2019,tam,1,tam1,pan,49.06%,13.97%,1.08%,1.05%,1.68%,3.01%,30.15%,0.65,2.8,,,,
2019,tam,2,tam2,pan,45.49%,14.20%,0.54%,0.87%,1.27%,1.98%,27.04%,0.69,3.2,,,,
2019,tam,3,tam3,pan,56.39%,11.15%,0.73%,0.99%,1.18%,2.35%,27.20%,0.59,2.5,,,,
2019,tam,4,tam4,pan,58.50%,8.09%,1.94%,1.19%,1.21%,2.10%,26.97%,0.58,2.4,,,,
2019,tam,5,tam5,pan,50.80%,6.10%,1.92%,1.35%,1.54%,2.70%,35.59%,0.61,2.6,,,,
2019,tam,6,tam6,pan,52.26%,8.69%,3.12%,1.49%,1.52%,4.70%,28.21%,0.64,2.7,,,,
2019,tam,7,tam7,pan,51.21%,4.53%,2.45%,2.41%,1.95%,3.69%,33.75%,0.62,2.6,,,,
2019,tam,8,tam8,pan,45.07%,13.59%,2.39%,5.89%,2.18%,4.82%,26.06%,0.7,3.4,,,,
2019,tam,9,tam9,pan,43.81%,18.25%,0.96%,1.69%,2.49%,2.81%,29.98%,0.68,3.2,,,,
2019,tam,10,tam10,pan,36.28%,18.94%,0.89%,1.50%,1.56%,5.12%,35.71%,0.7,3.4,,,,
2019,tam,11,tam11,pan,38.89%,11.84%,0.90%,1.66%,2.10%,4.63%,39.98%,0.67,3,,,,
2019,tam,12,tam12,pan,39.23%,12.17%,0.82%,1.72%,2.14%,5.59%,38.33%,0.68,3.1,,,,
2019,tam,13,tam13,pan,59.67%,9.37%,1.24%,1.47%,0.88%,2.49%,24.88%,0.57,2.3,,,,
2019,tam,14,tam14,pan,42.56%,18.00%,1.06%,1.21%,3.61%,6.54%,27.02%,0.71,3.4,,,,
2019,tam,15,tam15,pan,50.18%,11.22%,1.31%,1.80%,1.97%,5.10%,28.42%,0.65,2.9,,,,
2019,tam,16,tam16,pan,64.46%,8.91%,1.40%,1.13%,0.67%,1.98%,21.46%,0.53,2.1,,,,
2019,tam,17,tam17,pan,56.96%,8.34%,1.15%,2.21%,1.51%,2.84%,27.00%,0.59,2.5,,,,
2019,tam,18,tam18,pan,53.90%,9.66%,1.06%,1.09%,1.67%,5.95%,26.67%,0.62,2.7,,,,
2019,tam,19,tam19,pan,52.15%,5.22%,1.12%,5.82%,1.66%,2.05%,31.99%,0.62,2.6,,,,
2019,tam,20,tam20,pan,40.83%,7.68%,2.36%,6.98%,5.10%,4.50%,32.56%,0.71,3.5,,,,
2019,tam,21,tam21,pan,57.13%,4.49%,1.20%,1.39%,2.11%,2.42%,31.26%,0.57,2.3,,,,
2019,tam,22,tam22,pan,57.61%,8.28%,0.91%,1.32%,1.50%,2.52%,27.86%,0.58,2.4,,,,
2024,tlax ,1,tlax 1,morena,7.38%,12.14%,9.64%,14.54%,0.00%,6.94%,0.00%,0.8,5.1,0.39,,,
2024,tlax ,2,tlax 2,morena,12.91%,14.40%,2.77%,7.51%,0.00%,8.27%,0.00%,0.72,3.5,0.24,,,
2024,tlax ,3,tlax 3,morena,8.12%,5.34%,1.90%,16.17%,0.00%,27.23%,0.00%,0.76,4.1,0.37,,,
2024,tlax ,4,tlax 4,morena,17.94%,8.22%,3.26%,9.40%,0.00%,11.70%,0.00%,0.79,4.9,0.32,,,
2024,tlax ,5,tlax 5,morena,11.23%,7.40%,5.01%,9.41%,0.00%,11.59%,0.00%,0.76,4.1,0.37,,,
2024,tlax ,6,tlax 6,morena,3.31%,6.52%,1.69%,11.03%,11.20%,7.11%,44.98%,0.76,4.1,0.13,,,
2024,tlax ,7,tlax 7,morena,10.40%,11.42%,2.74%,6.03%,0.00%,18.25%,0.00%,0.77,4.3,0.36,,,
2024,tlax ,8,tlax 8,morena,5.49%,5.27%,13.49%,30.71%,0.00%,6.58%,0.00%,0.77,4.4,0.44,,,
2024,tlax ,9,tlax 9,morena,15.51%,10.76%,10.54%,6.46%,0.00%,10.91%,0.00%,0.81,5.3,0.29,,,
2024,tlax ,10,tlax 10,morena,6.51%,6.49%,1.08%,8.88%,18.14%,13.64%,29.80%,0.84,6.1,0.38,,,
2024,tlax ,11,tlax 11,morena,13.03%,16.58%,3.30%,11.90%,0.00%,11.31%,0.00%,0.79,4.8,0.31,,,
2024,tlax ,12,tlax 12,morena,4.75%,2.64%,1.96%,38.04%,0.00%,4.94%,0.00%,0.65,2.9,0.55,,,
2024,tlax ,13,tlax 13,morena,5.07%,11.18%,1.88%,18.39%,0.00%,8.22%,0.00%,0.75,3.9,0.4,,,
2024,tlax ,14,tlax 14,morena,2.74%,5.32%,17.98%,13.30%,8.43%,5.96%,31.13%,0.82,5.7,0.23,,,
2024,tlax ,15,tlax 15,morena,7.01%,9.58%,1.09%,15.72%,12.95%,21.51%,21.54%,0.85,6.6,0.19,,,
2018,tlax,1,tlax1,pri,13.27%,21.01%,3.15%,4.77%,,2.58%,42.85%,0.75,3.9,,,,
2018,tlax,2,tlax2,pri,15.95%,12.32%,3.72%,5.15%,,1.14%,32.72%,0.83,5.8,,,,
2018,tlax,3,tlax3,pri,6.33%,26.22%,1.76%,6.90%,,15.11%,30.30%,0.8,5,,,,
2018,tlax,4,tlax4,pri,19.93%,16.33%,1.97%,17.40%,,2.53%,36.22%,0.77,4.3,,,,
2018,tlax,5,tlax5,pri,24.39%,10.67%,2.73%,22.83%,,1.48%,32.38%,0.77,4.3,,,,
2018,tlax,6,tlax6,pri,4.40%,13.65%,3.63%,10.35%,,4.51%,47.02%,0.73,3.8,,,,
2018,tlax,7,tlax7,pri,12.85%,16.93%,2.75%,2.70%,,1.85%,44.24%,0.75,3.9,,,,
2018,tlax,8,tlax8,pri,6.36%,17.74%,6.96%,4.99%,,4.64%,39.58%,0.78,4.6,,,,
2018,tlax,9,tlax9,pri,15.16%,10.96%,3.61%,7.37%,,3.04%,41.86%,0.77,4.4,,,,
2018,tlax,10,tlax10,pri,13.02%,29.10%,2.25%,4.58%,,3.33%,41.92%,0.72,3.5,,,,
2018,tlax,11,tlax11,pri,11.39%,23.52%,3.71%,15.66%,,1.67%,40.10%,0.74,3.9,,,,
2018,tlax,12,tlax12,pri,6.12%,14.78%,6.69%,3.72%,,11.60%,50.69%,0.7,3.3,,,,
2018,tlax,13,tlax13,pri,7.60%,20.56%,9.08%,3.44%,,11.05%,43.42%,0.74,3.9,,,,
2018,tlax,14,tlax14,pri,12.01%,9.94%,21.38%,3.12%,,2.42%,36.76%,0.78,4.6,,,,
2018,tlax,15,tlax15,pri,9.24%,10.64%,2.01%,14.80%,,16.89%,36.21%,0.79,4.8,,,,
2024,ver ,1,ver 1,morena,16.22%,7.90%,1.64%,3.36%,7.93%,4.88%,56.09%,0.64,2.8,0.34,,,
2024,ver ,2,ver 2,morena,24.30%,7.99%,3.08%,4.00%,7.82%,4.55%,46.25%,0.71,3.4,0.33,,,
2024,ver ,3,ver 3,morena,12.08%,6.14%,4.67%,4.78%,7.85%,9.27%,52.76%,0.68,3.2,0.36,,,
2024,ver ,4,ver 4,morena,15.32%,11.44%,2.75%,4.23%,7.21%,8.27%,48.07%,0.72,3.5,0.35,,,
2024,ver ,5,ver 5,morena,12.49%,6.75%,2.45%,3.41%,4.81%,9.69%,57.94%,0.63,2.7,0.23,,,
2024,ver ,6,ver 6,morena,11.31%,8.11%,9.78%,3.77%,8.28%,8.30%,48.72%,0.72,3.5,0.35,,,
2024,ver ,7,ver 7,morena,12.76%,6.32%,6.06%,3.10%,7.25%,7.12%,55.14%,0.66,2.9,0.3,,,
2024,ver ,8,ver 8,morena,12.67%,6.69%,1.76%,7.64%,11.24%,7.59%,47.70%,0.73,3.6,0.39,,,
2024,ver ,9,ver 9,morena,8.07%,16.95%,1.56%,3.86%,10.30%,11.17%,45.84%,0.73,3.7,0.37,,,
2024,ver ,10,ver 10,morena,25.75%,15.71%,2.53%,2.56%,4.38%,8.86%,37.74%,0.75,4.1,0.2,,,
2024,ver ,11,ver 11,morena,18.92%,14.20%,2.16%,2.95%,5.06%,10.09%,43.09%,0.74,3.9,0.21,,,
2024,ver ,12,ver 12,morena,13.18%,16.39%,1.97%,5.19%,5.61%,7.73%,47.05%,0.72,3.6,0.26,,,
2024,ver ,13,ver 13,morena,13.44%,8.91%,1.46%,3.29%,5.38%,11.99%,52.62%,0.68,3.1,0.33,,,
2024,ver ,14,ver 14,morena,28.43%,4.78%,1.23%,2.94%,4.77%,7.70%,48.87%,0.67,3,0.25,,,
2024,ver ,15,ver 15,morena,34.08%,5.93%,1.42%,3.30%,4.56%,7.03%,42.30%,0.69,3.3,0.2,,,
2024,ver ,16,ver 16,morena,40.01%,6.49%,1.36%,1.29%,9.83%,5.61%,34.45%,0.7,3.4,0.2,,,
2024,ver ,17,ver 17,morena,24.15%,8.84%,2.06%,3.16%,8.08%,5.45%,46.46%,0.71,3.4,0.21,,,
2024,ver ,18,ver 18,morena,19.10%,13.92%,2.77%,3.68%,7.32%,10.08%,40.34%,0.76,4.2,0.34,,,
2024,ver ,19,ver 19,morena,17.02%,8.55%,1.49%,3.19%,5.61%,8.52%,53.81%,0.66,3,0.18,,,
2024,ver ,20,ver 20,morena,15.58%,11.11%,2.11%,3.16%,5.01%,15.96%,43.22%,0.75,3.9,0.27,,,
2024,ver ,21,ver 21,morena,12.09%,7.76%,3.49%,3.69%,9.97%,10.46%,49.86%,0.71,3.4,0.28,,,
2024,ver ,22,ver 22,morena,16.36%,17.62%,4.13%,5.08%,9.24%,5.85%,38.77%,0.77,4.4,0.28,,,
2024,ver ,23,ver 23,morena,13.42%,8.17%,1.26%,3.32%,5.30%,6.64%,58.44%,0.62,2.7,0.29,,,
2024,ver ,24,ver 24,morena,9.16%,6.55%,8.91%,4.22%,6.33%,7.41%,55.45%,0.66,2.9,0.42,,,
2024,ver ,25,ver 25,morena,11.37%,7.06%,2.61%,4.91%,5.35%,14.49%,52.02%,0.68,3.2,0.33,,,
2024,ver ,26,ver 26,morena,7.32%,15.40%,2.20%,3.98%,4.11%,5.07%,59.43%,0.61,2.6,0.16,,,
2024,ver ,27,ver 27,morena,8.41%,5.40%,4.39%,3.69%,11.81%,5.23%,58.09%,0.63,2.7,0.37,,,
2024,ver ,28,ver 28,morena,7.65%,5.37%,1.17%,4.40%,4.91%,8.59%,65.96%,0.54,2.2,0.29,,,
2024,ver ,29,ver 29,morena,7.98%,6.58%,1.02%,4.05%,3.98%,16.38%,58.00%,0.62,2.6,0.24,,,
2024,ver ,30,ver 30,morena,4.81%,6.82%,1.68%,4.68%,4.35%,8.80%,67.01%,0.53,2.1,0.23,,,
2018,ver,1,ver1,pan,41.82%,16.54%,,,,,39.92%,0.64,2.8,,,,
2018,ver,2,ver2,pan,42.59%,22.36%,,1.76%,,,30.74%,0.67,3.1,,,,
2018,ver,3,ver3,pan,38.20%,16.78%,,,,,43.12%,0.64,2.8,,,,
2018,ver,4,ver4,pan,40.14%,21.88%,,,,,36.55%,0.66,2.9,,,,
2018,ver,5,ver5,pan,31.85%,10.33%,,,,,54.32%,0.59,2.4,,,,
2018,ver,6,ver6,pan,37.58%,16.47%,,,,,43.95%,0.64,2.8,,,,
2018,ver,7,ver7,pan,34.18%,13.15%,,,,,47.40%,0.64,2.8,,,,
2018,ver,8,ver8,pan,36.55%,22.94%,,,,,38.46%,0.67,3,,,,
2018,ver,9,ver9,pan,37.39%,25.43%,,,,,35.65%,0.67,3,,,,
2018,ver,10,ver10,pan,27.06%,14.57%,,,,,56.05%,0.59,2.4,,,,
2018,ver,11,ver11,pan,35.26%,14.12%,,,,,48.41%,0.62,2.6,,,,
2018,ver,12,ver12,pan,35.46%,20.51%,,,,,42.51%,0.65,2.9,,,,
2018,ver,13,ver13,pan,35.31%,20.24%,,,,,42.74%,0.65,2.9,,,,
2018,ver,14,ver14,pan,47.20%,10.63%,,,,,40.25%,0.6,2.5,,,,
2018,ver,15,ver15,pan,49.37%,10.67%,,,,,38.93%,0.59,2.5,,,,
2018,ver,16,ver16,pan,52.73%,13.84%,,,,,32.21%,0.6,2.5,,,,
2018,ver,17,ver17,pan,35.27%,17.97%,,,,,42.50%,0.66,2.9,,,,
2018,ver,18,ver18,pan,41.46%,24.96%,,1.76%,,,27.97%,0.69,3.2,,,,
2018,ver,19,ver19,pan,20.64%,21.00%,,,,,53.47%,0.62,2.7,,,,
2018,ver,20,ver20,pan,26.38%,17.06%,,,,,54.84%,0.6,2.5,,,,
2018,ver,21,ver21,pan,32.34%,12.82%,,,,,52.69%,0.6,2.5,,,,
2018,ver,22,ver22,pan,41.05%,22.01%,,,,,35.29%,0.66,2.9,,,,
2018,ver,23,ver23,pan,31.85%,20.23%,,,,,46.80%,0.64,2.8,,,,
2018,ver,24,ver24,pan,41.24%,15.84%,,,,,40.55%,0.64,2.8,,,,
2018,ver,25,ver25,pan,38.92%,12.52%,,,,,46.02%,0.62,2.6,,,,
2018,ver,26,ver26,pan,20.99%,17.60%,,,,,60.16%,0.56,2.3,,,,
2018,ver,27,ver27,pan,39.23%,13.08%,,,,,46.80%,0.61,2.6,,,,
2018,ver,28,ver28,pan,30.26%,11.45%,,,,,55.11%,0.59,2.4,,,,
2018,ver,29,ver29,pan,17.01%,8.89%,,,,,69.33%,0.48,1.9,,,,
2018,ver,30,ver30,pan,23.64%,11.31%,,,,,63.98%,0.52,2.1,,,,
2024,yuc,1,yuc1,pan,41.87%,6.70%,0.72%,2.54%,3.56%,6.16%,37.32%,0.68,3.1,0.25,,,
2024,yuc,2,yuc2,pan,54.07%,6.08%,0.46%,1.83%,3.18%,8.11%,25.43%,0.63,2.7,0.25,,,
2024,yuc,3,yuc3,pan,58.96%,8.03%,0.54%,1.53%,2.39%,4.84%,22.82%,0.59,2.4,0.31,,,
2024,yuc,4,yuc4,pan,33.69%,7.15%,0.69%,3.21%,4.62%,6.17%,43.21%,0.69,3.2,0.25,,,
2024,yuc,5,yuc5,pan,28.11%,5.92%,0.64%,3.40%,4.66%,6.71%,49.42%,0.67,3,0.38,,,
2024,yuc,6,yuc6,pan,23.41%,6.42%,0.94%,3.92%,5.12%,5.68%,53.77%,0.64,2.8,0.34,,,
2024,yuc,7,yuc7,pan,32.04%,6.12%,0.92%,2.01%,3.18%,8.09%,46.59%,0.67,3,0.27,,,
2024,yuc,8,yuc8,pan,36.11%,5.64%,0.56%,2.47%,3.80%,12.71%,37.73%,0.71,3.4,0.35,,,
2024,yuc,9,yuc9,pan,53.69%,5.12%,0.47%,1.97%,2.95%,5.22%,29.76%,0.62,2.6,0.41,,,
2024,yuc,10,yuc10,pan,40.04%,2.81%,0.60%,1.40%,3.81%,3.70%,45.82%,0.63,2.7,0.39,,,
2024,yuc,11,yuc11,pan,28.25%,13.61%,1.52%,2.77%,4.46%,5.15%,38.49%,0.74,3.9,0.22,,,
2024,yuc,12,yuc12,pan,25.77%,6.82%,0.65%,4.56%,3.14%,14.97%,41.15%,0.73,3.7,0.46,,,
2024,yuc,13,yuc13,pan,23.02%,5.36%,0.79%,7.44%,13.59%,4.62%,39.37%,0.76,4.2,0.39,,,
2024,yuc,14,yuc14,pan,31.28%,10.53%,1.29%,6.39%,4.17%,5.00%,40.78%,0.72,3.5,0.36,,,
2024,yuc,15,yuc15,pan,23.99%,6.73%,1.99%,3.10%,6.86%,8.60%,40.81%,0.75,4,0.42,,,
2024,yuc,16,yuc16,pan,23.51%,13.92%,2.97%,5.19%,2.64%,2.08%,46.76%,0.7,3.3,0.29,,,
2024,yuc,17,yuc17,pan,32.27%,5.51%,0.35%,2.76%,7.23%,1.41%,49.92%,0.64,2.8,0.32,,,
2024,yuc,18,yuc18,pan,32.54%,6.55%,1.05%,1.79%,12.27%,1.87%,37.74%,0.73,3.7,0.25,,,
2024,yuc,19,yuc19,pan,22.28%,14.34%,0.45%,3.02%,4.22%,1.54%,47.58%,0.7,3.3,0.27,,,
2024,yuc,20,yuc20,pan,26.69%,12.41%,0.44%,10.57%,9.02%,3.26%,34.29%,0.77,4.4,0.27,,,
2024,yuc,21,yuc21,pan,33.78%,10.83%,1.10%,3.13%,3.92%,1.05%,44.09%,0.68,3.1,0.33,,,
2018,yuc,1,yuc1,pri,33.19%,29.25%,1.38%,1.38%,1.67%,1.53%,26.99%,0.73,3.7,,,,
2018,yuc,2,yuc2,pri,36.71%,28.03%,1.76%,1.27%,1.65%,1.37%,24.64%,0.72,3.6,,,,
2018,yuc,3,yuc3,pri,29.35%,26.06%,1.40%,1.58%,2.10%,1.75%,32.85%,0.74,3.8,,,,
2018,yuc,4,yuc4,pri,34.31%,24.34%,0.92%,0.97%,1.60%,1.28%,20.44%,0.76,4.2,,,,
2018,yuc,5,yuc5,pri,43.34%,26.69%,1.13%,1.08%,1.74%,1.47%,20.88%,0.7,3.3,,,,
2018,yuc,6,yuc6,pri,25.70%,29.11%,5.74%,1.32%,6.54%,4.14%,21.68%,0.79,4.8,,,,
2018,yuc,7,yuc7,pri,33.25%,30.09%,1.18%,1.85%,1.81%,1.49%,25.92%,0.73,3.7,,,,
2018,yuc,8,yuc8,pri,31.27%,34.48%,3.66%,1.08%,5.69%,2.39%,17.25%,0.75,4,,,,
2018,yuc,9,yuc9,pri,28.88%,40.74%,1.65%,0.91%,4.66%,1.84%,15.27%,0.72,3.6,,,,
2018,yuc,10,yuc10,pri,25.62%,40.64%,0.74%,1.17%,2.73%,0.85%,24.82%,0.71,3.4,,,,
2018,yuc,11,yuc11,pri,26.45%,34.18%,1.04%,5.97%,1.01%,1.47%,28.14%,0.73,3.7,,,,
2018,yuc,12,yuc12,pri,31.07%,33.94%,11.11%,2.72%,6.01%,0.89%,11.65%,0.76,4.1,,,,
2018,yuc,13,yuc13,pri,23.11%,35.97%,8.56%,0.90%,2.58%,3.27%,17.75%,0.77,4.4,,,,
2018,yuc,14,yuc14,pri,30.80%,40.76%,3.46%,0.48%,2.84%,3.57%,10.64%,0.72,3.6,,,,
2018,yuc,15,yuc15,pri,33.88%,42.05%,2.09%,0.52%,3.41%,2.61%,13.34%,0.69,3.2,,,,
2024,zac,1,zac1,morena,15.05%,9.14%,1.48%,2.78%,10.13%,14.59%,26.90%,0.86,6.9,0.21,,,
2024,zac,2,zac2,morena,16.92%,10.20%,1.48%,9.56%,6.80%,10.63%,24.35%,0.87,7.7,0.19,,,
2024,zac,3,zac3,morena,19.52%,15.70%,1.87%,4.05%,4.07%,9.58%,28.50%,0.84,6.2,0.2,,,
2024,zac,4,zac4,morena,7.36%,15.13%,2.87%,14.57%,3.03%,8.98%,32.28%,0.83,6,0.19,,,
2024,zac,5,zac5,morena,5.35%,7.77%,12.97%,5.78%,11.95%,7.69%,37.25%,0.81,5.3,0.27,,,
2024,zac,6,zac6,morena,16.57%,25.30%,2.41%,6.70%,2.12%,8.37%,22.93%,0.84,6.2,0.21,,,
2024,zac,7,zac7,morena,4.36%,23.74%,3.66%,4.85%,6.70%,4.02%,28.38%,0.83,5.7,0.17,,,
2024,zac,8,zac8,morena,7.76%,18.42%,10.36%,4.98%,4.08%,8.61%,34.09%,0.82,5.5,0.29,,,
2024,zac,9,zac9,morena,15.24%,7.86%,1.39%,15.78%,7.72%,5.78%,24.29%,0.87,7.7,0.22,,,
2024,zac,10,zac10,morena,11.32%,25.03%,12.93%,2.96%,4.52%,5.08%,26.97%,0.83,5.7,0.23,,,
2024,zac,11,zac11,morena,4.42%,9.91%,11.58%,11.71%,6.42%,4.98%,26.08%,0.87,7.8,0.25,,,
2024,zac,12,zac12,morena,3.61%,31.04%,1.37%,7.02%,6.38%,2.54%,17.82%,0.8,5.1,0.03,,,
2024,zac,13,zac13,morena,2.49%,15.39%,0.91%,3.82%,8.40%,16.36%,32.88%,0.82,5.5,0.39,,,
2024,zac,14,zac14,morena,1.02%,41.29%,0.55%,5.80%,1.98%,2.21%,42.63%,0.64,2.8,0.41,,,
2024,zac,15,zac15,morena,18.14%,6.94%,1.69%,19.39%,4.50%,8.64%,31.52%,0.81,5.4,0.49,,,
2024,zac,16,zac16,morena,17.87%,7.85%,1.86%,19.52%,7.97%,4.45%,28.43%,0.83,5.9,0.37,,,
2024,zac,17,zac17,morena,4.86%,19.95%,5.94%,24.41%,4.26%,1.34%,27.23%,0.82,5.4,0.26,,,
2024,zac,18,zac18,morena,10.42%,27.29%,1.31%,4.17%,3.99%,7.61%,38.50%,0.76,4.1,0.17,,,
2018,zac,1,zac1,pri,12.65%,15.70%,2.76%,4.31%,8.55%,1.74%,43.33%,0.76,4.2,,,,
2018,zac,2,zac2,pri,18.62%,17.99%,2.21%,3.46%,10.52%,1.70%,32.52%,0.81,5.3,,,,
2018,zac,3,zac3,pri,9.75%,23.58%,1.65%,4.95%,3.18%,1.95%,42.16%,0.75,4,,,,
2018,zac,4,zac4,pri,7.49%,26.56%,1.46%,6.89%,2.51%,1.38%,41.57%,0.74,3.9,,,,
2018,zac,5,zac5,pri,9.04%,19.96%,2.38%,11.47%,2.52%,1.21%,43.06%,0.75,4,,,,
2018,zac,6,zac6,pri,10.01%,13.92%,1.65%,7.15%,2.89%,1.03%,38.12%,0.79,4.8,,,,
2018,zac,7,zac7,pri,7.91%,17.80%,10.64%,6.54%,19.90%,1.32%,28.10%,0.83,5.8,,,,
2018,zac,8,zac8,pri,6.15%,36.61%,13.37%,12.09%,6.06%,0.93%,15.69%,0.8,5,,,,
2018,zac,9,zac9,pri,3.98%,26.74%,2.85%,22.19%,5.98%,8.32%,22.94%,0.81,5.3,,,,
2018,zac,10,zac10,pri,20.44%,27.56%,1.21%,2.83%,14.56%,1.12%,19.25%,0.82,5.4,,,,
2018,zac,11,zac11,pri,7.96%,27.55%,16.30%,5.07%,14.22%,2.89%,18.13%,0.83,6,,,,
2018,zac,12,zac12,pri,2.87%,32.04%,2.34%,5.52%,6.08%,0.77%,18.36%,0.77,4.3,,,,
2018,zac,13,zac13,pri,30.49%,22.45%,3.93%,9.74%,3.41%,4.63%,15.64%,0.82,5.4,,,,
2018,zac,14,zac14,pri,31.76%,26.03%,5.14%,2.43%,7.06%,1.07%,20.59%,0.78,4.5,,,,
2018,zac,15,zac15,pri,5.30%,46.21%,12.60%,2.77%,2.24%,1.25%,22.93%,0.71,3.5,,,,
2018,zac,16,zac16,pri,11.02%,29.13%,18.45%,4.64%,6.50%,1.43%,19.07%,0.82,5.7,,,,
2018,zac,17,zac17,pri,16.06%,29.25%,9.09%,3.29%,4.23%,1.69%,20.78%,0.82,5.7,,,,
2018,zac,18,zac18,pri,14.46%,34.09%,1.79%,9.47%,2.23%,0.82%,29.39%,0.77,4.3,,,,
